paper_id,title,doi,confidence_score,final_confidence
BES-0731,Perancangan Website E-Voting Menggunakan Smart Contract Pada Blockchain Polygon,10.33022/ijcs.v12i3.3234,0.7,MEDIUM
BES-0735,Blockchain Based E-Voting and Electoral Fraud Detection,10.22214/ijraset.2023.56370,0.9,HIGH
BES-0736,Designing a framework for blockchain-based e-voting system for Libya,10.11591/csit.v4i3.p191-198,0.7,MEDIUM
BES-0737,Enhancing E-Voting Security with Blockchain-Backed Decentralized Authorization,10.1109/eict61409.2023.10427881,0.9,HIGH
BES-0738,Designing an E-Voting Framework Using Blockchain: A Secure and Transparent Attendance Approach,10.1109/icsecs58457.2023.10256270,0.9,HIGH
BES-0739,E-Voting Blockchain: Enhancing The Security And Transparency Of Digital Voting,10.1109/icicyta60173.2023.10428836,0.9,HIGH
BES-0740,Modern Electoral System in Malaysia using E-Voting with the Implementation of Blockchain Technology,10.69511/ijdsaa.v4i0.166,0.7,MEDIUM
BES-0741,Ballot and Beyond: Exploring Blockchain Voting,10.22214/ijraset.2023.57314,0.7,MEDIUM
BES-0742,Blockchain Based Voting Decentralized Application,10.1109/icccnt56998.2023.10307528,0.7,MEDIUM
BES-0743,Voting System using Blockchain Ethereum (dApp),10.48175/ijarsct-9486,0.9,HIGH
BES-0744,d-BAEV: Distributed Blockchain-Based Anonymous Electronic Voting,10.1109/mass58611.2023.00058,0.9,HIGH
BES-0745,E-Voting System Improvised by Blockchain Technology: A Case Study,10.1109/icdate58146.2023.10248479,0.7,MEDIUM
BES-0746,Formal Verification of Blockchain and IoT-based E-Voting System Using SPIN,10.1109/etecte59617.2023.10396747,0.9,HIGH
BES-0747,Design of an Elliptic Curve Cryptography Encrypted Blockchain-based Electoral System,10.1109/icaaic56838.2023.10141247,0.7,MEDIUM
BES-0748,General Voting System for Democratic Countries Using Blockchain and Computer Technology,10.58482/ijeresm.v2i1.3,0.7,MEDIUM
BES-0749,A Secured Framework Model to Design Electronic Voting System using BlockChain Methodology,10.1109/icses60034.2023.10465374,0.9,HIGH
BES-0750,Blockchain Technology Implementation on Simple Microcontroller Based Ballots System,10.24912/ijaste.v1.i2.770-777,0.7,MEDIUM
BES-0751,A Novel Electronic Voting Mechanism Based on Blockchain Technology,10.3837/tiis.2023.10.015,0.9,HIGH
BES-0752,Blockchain-based Voting System in a Democratic Environment,10.1109/icaiss58487.2023.10250609,0.7,MEDIUM
BES-0753,An Overview of Joint Biometric Identification for Secure Online Voting with Blockchain Technology,10.1109/icimia60377.2023.10426344,0.7,MEDIUM
BES-0754,The Future of Democracy: Exploring the Potential of Block chain-Based Digital Voting Systems,10.32628/cseit2390633,0.7,MEDIUM
BES-0755,A Safe and Effective Online Voting System Based on The Blockchain as A Concept,10.32628/cseit2390416,0.7,MEDIUM
BES-0756,EASY E-VOTE: An Ethereum-based Voting System using IPFS and MetaMask for Student Government Election,10.1109/icit58056.2023.10225798,0.9,HIGH
BES-0757,Secure E-Voting System,10.1109/conit59222.2023.10205632,0.9,HIGH
BES-0759,Audit model using controls from ISO/IEC 27002 for the information security of electronic voting based on IoT and Blockchain,10.1109/icalter61411.2023.10372915,0.7,MEDIUM
BES-0760,A Solidity implementation of TAVS,10.3389/fbloc.2023.1105119,0.9,HIGH
BES-0762,Self–Tallying Electronic Voting Based on Blockchain,10.1093/combul/bwad036,0.7,MEDIUM
BES-0763,Blockchain Proportional Governance Reconfiguration: Mitigating a Governance Oligarchy,10.1109/ccgrid57682.2023.00057,0.7,MEDIUM
BES-0766,BSeVS – A Smart e-Voting System based on Blockchain Technology,10.1109/ICCCNT56998.2023.10307745,0.9,HIGH
BES-0767,BVKCS - A Blockchain Based e-Voting System with Key Covering Scheme,10.1109/ICTBIG59752.2023.10456233,0.9,HIGH
BES-0776,SoulBound E-Voting System,10.22214/ijraset.2023.48548,0.9,HIGH
BES-0781,Secure voting system based on blockchain and threshold cryptography,10.1109/ICBCTIS59921.2023.00026,0.9,HIGH
BES-0782,Advancements in Blockchain Based Architecture for E-Voting System,10.36948/ijfmr.2023.v05i06.8305,0.9,HIGH
BES-0784,VoteBlock: Blockchain Based E-Voting System,10.48175/ijarsct-13183,0.9,HIGH
BES-0785,SvaVoting: A Novel Secret Sharing-Based Verifiable and Anonymous E-Voting Scheme in Blockchain Systems,10.1109/ICPADS60453.2023.00105,0.9,HIGH
BES-0786,A Peer-To-Peer based System with Blockchain for Secured Voting Scheme (E-Voting),10.48175/ijarsct-9555,0.7,MEDIUM
BES-0787,Electronic Matadan: Blockchain Based E-Voting System,10.1109/ICNTE56631.2023.10146641,0.7,MEDIUM
BES-0788,A Framework for Building Blockchain Based Secured E-voting,10.1109/SMART59791.2023.10428416,0.7,MEDIUM
BES-0789,Blockchain Ballotbox: Empowering Democracy Through Tamper-Proof E-Voting,10.1109/ICIMIA60377.2023.10425872,0.9,HIGH
BES-0790,Implementation of a New E-voting System based on Blockchain using ECDSA with Blind Signatures,10.5121/csit.2023.130211,0.7,MEDIUM
BES-0791,AQUA: A BLOCKCHAIN BASED MULTI-WINNER E-VOTING SYSTEM,10.47577/technium.v11i.9139,0.9,HIGH
BES-0792,VoteCoin : A Blockchain Perspective on E-Voting Infrastructure,10.32628/cseit2390615,0.9,HIGH
BES-0793,Utilizing Blockchain Technology and Fingerprint Authentication for an Electronic Voting System.,10.48175/ijarsct-13682,0.7,MEDIUM
BES-0795,Using Blockchain Technology to Curb Voter Fraud in Nigeria,10.36615/dps.v2i1.2313,0.7,MEDIUM
BES-0798,ElectRA-Decentralized Voting Application,10.1109/ICSCC59169.2023.10334998,0.7,MEDIUM
BES-0799,Voting on ICP Blockchain: A Decentralized Web3 Approach,10.55041/ijsrem27809,0.9,HIGH
BES-0801,The impact of security and privacy threat modeling on blockchain-enabled-electronic voting system,10.54254/2755-2721/6/20230797,0.7,MEDIUM
BES-0808,Digital Democratic Elections: Leveraging Blockchain for Government Voting,10.1109/TEMSCON-ASPAC59527.2023.10531588,0.9,HIGH
BES-0809,Voting Decentralized Application Using Blockchain,10.1109/IC3I59117.2023.10397817,0.7,MEDIUM
BES-0810,Voting System with Artificial Intelligence and Blockchain,10.3126/kjse.v7i1.60549,0.7,MEDIUM
BES-0811,Implementation of Blockchain technology In Electronic voting systems,10.1109/TELECOM59629.2023.10409673,0.7,MEDIUM
BES-0814,Decentralized and Incentivized Voting System with Web3 Technology Ensuring Anonymity and Preventing Double Voting,10.1109/DSC61021.2023.10354239,0.9,HIGH
BES-0817,Decentralize Internet Voting Model with Blockchain Smart Contract,,0.9,HIGH
BES-0818,E-Voting Berbasis Blockchain Ethereum dengan RFID Reader untuk E-KTP,,0.7,MEDIUM
BES-0819,The relevance of blockchain based voting adoption in governance structure : evidence from Nigeria,,0.7,MEDIUM
BES-0820,Electronic voting through blockchain: A proposed framework,,0.9,HIGH
BES-0821,Toward Privacy-Preserving Electronic Voting with Ballot-Spoiling Using Blockchain,10.18122/td.2192.boisestate,0.9,HIGH
BES-0822,A Scalable Coercion-resistant Blockchain Decision-making Scheme,,0.7,MEDIUM
BES-0823,Democratization of Voting with Blockchain Technology,,0.7,MEDIUM
BES-0827,Implementasi ZK-SNARK untuk Modul Autentikasi Identitas pada Sistem E-Voting Berbasis Blockchain,,0.7,MEDIUM
BES-0828,Sistem E-Voting Berbasis Blockchain untuk Meningkatkan Transparansi dan Keamanan Pemilihan,,0.9,HIGH
BES-0829,"VeriVoting: A decentralized, verifiable and privacy-preserving scheme for weighted voting",,0.9,HIGH
BES-0830,СИСТЕМИ ЕЛЕКТРОННОГО ГОЛОСУВАННЯ НА БЛОКЧЕЙНІ,10.18372/2225-5036.29.17870,0.7,MEDIUM
BES-0834,Distributed Cryptographic Protocols,10.4995/thesis/10251/198106,0.7,MEDIUM
BES-0836,Enhancing the Robustness of a Three-Layer Security Electronic Voting System Using Kerberos Authentication,,0.9,HIGH
BES-0839,Mejoramiento de la seguridad en las elecciones de la Universidad de Córdoba mediante un sistema de votaciones basado en tecnología Blockchain,,0.9,HIGH
BES-0840,Proof of the possibility for a public audit of a secret internet voting system,10.21303/2461-4262.2023.002742,0.9,HIGH
BES-0845,Study of Cyber Security Approaches in Organizing Digital Voting,,0.7,MEDIUM
BES-0859,Tight Short-Lived Signatures,,0.7,MEDIUM
BES-0866,Analysis of Blockchain Solutions for E-Voting: A Systematic Literature Review,10.1109/access.2022.3187688,0.9,HIGH
BES-0868,A Framework to Make Voting System Transparent Using Blockchain Technology,10.1109/access.2022.3180168,0.9,HIGH
BES-0869,DVTChain: A blockchain-based decentralized mechanism to ensure the security of digital voting system voting system,10.1016/j.jksuci.2022.06.014,0.9,HIGH
BES-0878,A Decentralized Digital Voting System Based on Block chain Architecture,10.1109/iciptm54933.2022.9754194,0.7,MEDIUM
BES-0880,A Systematic Literature Review and Meta-Analysis on Scalable Blockchain-Based Electronic Voting Systems,10.3390/s22197585,0.9,HIGH
BES-0881,E-Voting System Using Blockchain Technology,10.1109/icac3n56670.2022.10074164,0.7,MEDIUM
BES-0882,Implementation and Early Adoption of an Ethereum-Based Electronic Voting System for the Prevention of Fraudulent Voting,10.3390/su14052917,0.9,HIGH
BES-0884,A Liquid Democracy Enabled Blockchain-Based Electronic Voting System,10.1155/2022/1383007,0.7,MEDIUM
BES-0887,A Blockchain-Based Self-Tallying Voting Protocol With Maximum Voter Privacy,10.1109/tnse.2022.3190909,0.9,HIGH
BES-0888,Low Power Blockchained E-Vote Platform for University Environment,10.3390/fi14090269,0.7,MEDIUM
BES-0890,Assuring Anonymity and Privacy in Electronic Voting with Distributed Technologies Based on Blockchain,10.3390/app12115477,0.9,HIGH
BES-0892,Distributed-Ledger-Based Blockchain Technology for Reliable Electronic Voting System with Statistical Analysis,10.3390/electronics11203308,0.9,HIGH
BES-0893,Secure and Anonymous Voting D-App with IoT Embedded Device Using Blockchain Technology,10.3390/electronics11121895,0.9,HIGH
BES-0899,Blockchain-based Voting System Powered by Post-Quantum Cryptography (BBVSP-PQC),10.1109/icpc2t53885.2022.9776966,0.7,MEDIUM
BES-0901,Utilization of Blockchain in E-Voting System,10.1109/conit55038.2022.9847995,0.7,MEDIUM
BES-0906,Bie Vote: A Biometric Identification Enabled Blockchain-Based Secure and Transparent Voting Framework,10.1109/bcca55292.2022.9922588,0.9,HIGH
BES-0909,Implementing Blockchain-Based Traceable Certificates as Sustainable Technology in Democratic Elections,10.3390/electronics11203359,0.7,MEDIUM
BES-0914,Scalability of Blockchain based E-voting system using Multiobjective Genetic Algorithm with Sharding,10.1109/delcon54057.2022.9753019,0.7,MEDIUM
BES-0915,Blockchain Based New E-voting Protocol System without Trusted Tallying Authorities,10.1109/ccict56684.2022.00064,0.7,MEDIUM
BES-0916,Deploying Electronic Voting System Use-case on Ethereum Public Blockchain,10.1109/ants56424.2022.10227805,0.9,HIGH
BES-0919,Designing an E-Voting Framework Using Blockchain Technology,10.4018/ijegr.298203,0.7,MEDIUM
BES-0920,E-Voting System Using Blockchain and Homomorphic Encryption,10.1109/mysurucon55714.2022.9972661,0.9,HIGH
BES-0922,Blockchain for the electronic voting system: case study: student representative vote in Tunisian institute,10.1109/sin56466.2022.9970543,0.9,HIGH
BES-0923,Collaborative Administration of Role-Based Access Control in Smart Contracts,10.1109/brains55737.2022.9909116,0.7,MEDIUM
BES-0926,A Secure Framework for E-Voting Using Blockchain,10.1109/iccsea54677.2022.9936073,0.7,MEDIUM
BES-0928,Dispute-free Scalable Open Vote Network using zk-SNARKs,10.48550/arXiv.2203.03363,0.9,HIGH
BES-0929,AvecVoting: Anonymous and Verifiable E-voting with Untrustworthy Counters on Blockchain,10.1109/icc45855.2022.9838840,0.9,HIGH
BES-0930,Decentralized Application (DAPP) to enable E-voting system using Blockchain Technology,10.1109/iccsea54677.2022.9936413,0.7,MEDIUM
BES-0932,A Review on E-Voting Based on Blockchain Models,10.24996/ijs.2022.63.3.38,0.7,MEDIUM
BES-0933,A Framework for Blockchain Based E-Voting System for Iraq,10.3991/ijim.v16i10.30045,0.7,MEDIUM
BES-0935,Implementation of an E-voting Prototype using Ethereum Blockchain in Ganache Network,10.1109/cspa55076.2022.9782016,0.9,HIGH
BES-0936,E-Matdaan: A Blockchain based Decentralized E-Voting System,10.1109/sces55490.2022.9887759,0.7,MEDIUM
BES-0937,zVote: A Blockchain-based Privacy-preserving Platform for Remote E-voting,10.1109/icc45855.2022.9838690,0.9,HIGH
BES-0938,De-Centralized Voting System using Blockchain,10.1109/icbds53701.2022.9936022,0.7,MEDIUM
BES-0939,Decentralized Online Voting System using Blockchain,10.1109/icaaic53929.2022.9792791,0.7,MEDIUM
BES-0941,Iraqi E-Voting System Based on Smart Contract Using Private Blockchain Technology,10.31449/inf.v46i6.4241,0.9,HIGH
BES-0942,BCvoteMDE: A Blockchain-based E-Voting Scheme for Multi-District Elections,10.1109/cscwd54268.2022.9776193,0.9,HIGH
BES-0943,A Novel Vote Counting System Based on Secure Blockchain,10.32628/ijsrset22948,0.7,MEDIUM
BES-0944,WeVoting: Blockchain-based Weighted E-Voting with Voter Anonymity and Usability,10.1109/globecom48099.2022.10001590,0.9,HIGH
BES-0945,"Development of Blockchain-based e-Voting System: Requirements, Design and Security Perspective",10.1109/trustcom56396.2022.00132,0.9,HIGH
BES-0946,"ProvotuMN: Decentralized, Mix-Net-based, and Receipt-free Voting System",10.1109/icbc54727.2022.9805556,0.9,HIGH
BES-0947,Secured Electronic Voting System Using RSA Key Encapsulation Mechanism,10.24018/ejece.2022.6.2.427,0.7,MEDIUM
BES-0950,Valid Blockchain-Based E-Voting Using Elliptic Curve and Homomorphic Encryption,10.3991/ijim.v16i20.33173,0.9,HIGH
BES-0951,Blockchain based Reliable Electronic Voting Technology,10.1109/icesc54411.2022.9885278,0.7,MEDIUM
BES-0954,Anonymous voting scheme using quantum assisted blockchain,10.48550/arXiv.2206.03182,0.7,MEDIUM
BES-0955,A Framework for e-Voting System Based on Blockchain and Distributed Ledger Technologies,10.32604/cmc.2022.023846,0.7,MEDIUM
BES-0956,A decentralized and trustless e-voting system based on blockchain technology,10.1109/csicc55295.2022.9780507,0.9,HIGH
BES-0961,Blockchain-based E-Voting Technology: Opportunities and Challenges,10.1109/icces54183.2022.9835721,0.7,MEDIUM
BES-0962,A Cost-efficient and Scalable Framework for E-Voting System based on Ethereum Blockchain,10.1109/iccr56254.2022.9996026,0.7,MEDIUM
BES-0963,Performance Evaluation of E-Voting Based on Hyperledger Fabric Blockchain Platform,10.18280/ria.360410,0.9,HIGH
BES-0964,Retrieval of Data from the Database of a BCT–Voting System,10.1109/isec54952.2022.10025062,0.9,HIGH
BES-0965,Blockvoting:An Online Voting System Using Block Chain,10.1109/icitiit54346.2022.9744132,0.7,MEDIUM
BES-0968,Blockchain-based Electronic Voting System for Modern Democracy: A Review,10.1109/ISEC54952.2022.10025096,0.7,MEDIUM
BES-0971,Iraqi Paradigm E-Voting System Based on Hyperledger Fabric Blockchain Platform,10.18280/isi.270506,0.9,HIGH
BES-0972,Decentralized electronic voting system using Hyperledger Fabric,10.1109/scc55611.2022.00056,0.9,HIGH
BES-0973,Blockchain-Based Voting Considered Harmful?,10.1109/tnsm.2022.3181028,0.9,HIGH
BES-0974,Permissioned Blockchain Voting System using Hyperledger Fabric,10.1109/icibt52874.2022.9807702,0.9,HIGH
BES-0975,Paillier Cryptosystem Based ChainNode for Secure Electronic Voting,10.3389/fbloc.2022.927013,0.9,HIGH
BES-0979,E-Voting via Upgradable Smart Contracts on Blockchain,10.1109/incoft55651.2022.10094482,0.9,HIGH
BES-0980,E-Voting using Ethereum Blockchain,10.22214/ijraset.2022.43083,0.9,HIGH
BES-0981,A Practical Anonymous Voting Scheme Based on Blockchain for Internet of Energy,10.1155/2022/4436824,0.9,HIGH
BES-0982,Online Voting System Using Blockchain,10.1109/icears53579.2022.9752044,0.9,HIGH
BES-0983,Blockchain based Electronic Voting Machine,10.1109/icecaa55415.2022.9936071,0.7,MEDIUM
BES-0984,Sancus: an Anonymous and Trustworthy Blockchain-based Electronic Voting Architecture,10.1109/bcca55292.2022.9921940,0.9,HIGH
BES-0991,College Election System using Blockchain,10.1051/itmconf/20224403005,0.7,MEDIUM
BES-0993,Decentralized Voting System Based on Regions Using Facial Recognition,10.31645/jisrc.22.20.1.8,0.7,MEDIUM
BES-0999,An Efficient Open Vote Network for Multiple Candidates,10.1109/access.2022.3224798,0.9,HIGH
BES-1003,Security Requirement Analysis of Blockchain-based E-Voting Systems,10.1007/978-981-19-1844-5_6,0.7,MEDIUM
BES-1006,Development of Mobile Application For E-Voting System Using 3-step Security for preventing phishing attack,10.1109/icacite53722.2022.9823503,0.7,MEDIUM
BES-1007,E-Voting With Blockchain Technology,10.37896/ymer21.05/72,0.7,MEDIUM
BES-1008,E-voting System using Public Blockchain,10.1109/mysurucon55714.2022.9972479,0.9,HIGH
BES-1009,Decentralized Voting System,10.1109/icac3n56670.2022.10074317,0.7,MEDIUM
BES-1010,Development of a Blockchain-Based Online Secret Electronic Voting System,10.1587/transinf.2021edk0005,0.9,HIGH
BES-1011,Advanced E-Voting System using Blockchain,10.1109/icicict54557.2022.9917830,0.7,MEDIUM
BES-1012,Integrity Assured Digital Voting System by using Blockchain as the Technology,10.1109/icebe55470.2022.00055,0.9,HIGH
BES-1013,Process Authentication through Blockchain: Three Case Studies,10.3390/cryptography6040058,0.7,MEDIUM
BES-1015,Blockchain based digital voting system: A secure and decentralized electoral process,10.1109/ic3i56241.2022.10073137,0.7,MEDIUM
BES-1016,Decentralize Smart Contract Voting System,10.1109/iccr56254.2022.9995815,0.7,MEDIUM
BES-1017,LegitVote: A Blockchain-Based System to Facilitate E-Voting Process,10.1109/icca56443.2022.10039527,0.7,MEDIUM
BES-1018,PUPVOTE: Blockchain-Based Voting System Using NEAR Protocol,10.1109/ictc55196.2022.9952594,0.9,HIGH
BES-1019,A Study on Decentralized Electronic-Voting Using Blockchain,10.1109/icatiece56365.2022.10047463,0.7,MEDIUM
BES-1020,Analysis of Centralized vs Decentralized Electronic Voting,10.1109/itis57155.2022.10010100,0.7,MEDIUM
BES-1021,Preserving Transparency and Integrity of Elections Utilising Blockchain Technology,10.18080/jtde.v10n4.626,0.7,MEDIUM
BES-1022,An Enhanced Multi-Level Authentication Electronic Voting System,10.24071/ijasst.v4i2.5237,0.9,HIGH
BES-1023,Online E-voting system by using blockchain technology,10.53730/ijhs.v6ns3.9446,0.7,MEDIUM
BES-1024,Comparing and Elucidating Blockchain Based Voting Mechanisms,10.1109/icscds53736.2022.9760775,0.7,MEDIUM
BES-1032,Trusted Vote: Reorienting eVoting using Blockchain,10.1109/I-SMAC55078.2022.9987301,0.7,MEDIUM
BES-1036,E-Vote System Using Blockchain and Artificial Intelligence,10.55041/ijsrem12677,0.7,MEDIUM
BES-1037,Secure E-voting system using blockchain based on solidity technology,10.1063/5.0109146,0.7,MEDIUM
BES-1038,An Advanced Full Stack Decentralized Approach for Secure Election Voting Process,10.1109/cisct55310.2022.10046508,0.7,MEDIUM
BES-1040,Investigating the Impact of Delayed Mining upon Scaling Blockchain Applications under Malleability Attack—An e-Voting Scenario,10.51846/vol5iss2pp1-10,0.7,MEDIUM
BES-1041,BE-Voting: A Secure Blockchain Enabled Voting System,10.1109/icecte57896.2022.10114521,0.9,HIGH
BES-1042,Blockchain Voting: A Comparative Analysis,10.22214/ijraset.2022.41005,0.7,MEDIUM
BES-1043,Boxting: A Blockchain based voting system,10.1109/eircon56026.2022.9934824,0.9,HIGH
BES-1044,Blockchain Technology Integrated Electronic Vote Casting System,10.1145/3542954.3542974,0.7,MEDIUM
BES-1045,Secure Online Voting System: Blockchain and other Approaches,10.1145/3590837.3590894,0.7,MEDIUM
BES-1047,Formal Verification and Implementation of an E-Voting System,10.4018/ijsi.309731,0.7,MEDIUM
BES-1048,Development and Performance Evaluation of a Blockchain Associated E-Voting System in IoT-Enabled Smart-Cities,10.1109/iciem54221.2022.9853068,0.9,HIGH
BES-1049,A blockchain-based electronic voting system without third parties,10.5281/zenodo.6600587,0.9,HIGH
BES-1050,Ledger-based Electronic Voting System using a multi-tier security approach,10.1109/icerect56837.2022.10060835,0.9,HIGH
BES-1051,Blockchain Based E-voting System Using Smart Contracts,10.22214/ijraset.2022.40996,0.7,MEDIUM
BES-1053,Design of a Secured Database System Using Blockchain Technology,10.4236/oalib.1109010,0.7,MEDIUM
BES-1054,Pure Voting (PV): An Offline Voting Algorithm,10.1109/apcc55198.2022.9943669,0.7,MEDIUM
BES-1056,SocChain: Blockchain with Swift Proportional Governance for Bribery Mitigation,10.48550/arXiv.2207.02711,0.7,MEDIUM
BES-1059,Secure Order Based Voting Using Distributed Tallying,,0.9,HIGH
BES-1061,Decentralization of E voting based on Blind Signature and Smart Contract,10.20894/ijbi.105.011.001.005,0.7,MEDIUM
BES-1062,Blockchain-Based Secured Voting Using Multi-Level Authentication,10.4018/978-1-7998-9274-8.ch010,0.7,MEDIUM
BES-1063,"Securing Nationwide Elections Through Blockchain Ledger, Utilising Encryption Hardware",10.1109/ICECCME55909.2022.9988032,0.7,MEDIUM
BES-1065,A Blockchain Based Portal for Online E-Voting,10.48175/ijarsct-3622,0.7,MEDIUM
BES-1066,UTHM E-Voting System Using Blockchain,10.30880/jscdm.2022.03.01.004,0.7,MEDIUM
BES-1067,BLOCKCHAIN BASED E-VOTING SYSTEM IMPLEMENTATION AND EVALUATION,10.55041/ijsrem14303,0.7,MEDIUM
BES-1068,Survey on Blockchain Technology and its application in Electoral Voting System,10.22214/ijraset.2022.47752,0.7,MEDIUM
BES-1070,University E-voting System Utilizing Blockchain Technology and Zero-Knowledge Proofs,,0.9,HIGH
BES-1071,Implementation of blockchain technology in online voting system with Ethereum and Metamask / Nurriza Syafiqah Mohd Rozali,,0.7,MEDIUM
BES-1072,"A BLOCKCHAIN IMPLEMENTATION MODEL FOR ELECTRONIC

VOTING SYSTEM",,0.9,HIGH
BES-1074,Electis.app White Paper,10.15157/diss/037,0.9,HIGH
BES-1086,"Propuesta de Diseño de un Prototipo de Red Blockchain Aplicado a un Ejercicio Electoral a Nivel Colombia, Midiendo Impactos y Beneficios.",,0.7,MEDIUM
BES-1087,Implementación de un sistema de votación electrónica para fortalecer el proceso de escrutinio utilizando Blockchain.,,0.7,MEDIUM
BES-1088,BlockID diseño de un sistema de votaciones  basado en la tecnología blockchain,10.2139/ssrn.2973050.,0.7,MEDIUM
BES-1089,Modelado de un sistema de votación electrónico basado en la tecnología blockchain a través de JFrame de Java Swing.,,0.7,MEDIUM
BES-1090,Застосування технології виборчого блокчейну в системі цифрового голосування,10.15421/152209,0.7,MEDIUM
BES-1092,A Predictive Model For Detecting Underage Voters using Deep Learning and Blockchain Technology,,0.7,MEDIUM
BES-1097,Towards Better Privacy-preserving Electronic Voting System,,0.9,HIGH
BES-1098,Decentralized Verifiable Mail-in Ballot Counting for Postal Voting,,0.9,HIGH
BES-1109,On the Design and Implementation of a Blockchain Enabled E-Voting Application Within IoT-Oriented Smart Cities,10.1109/access.2021.3061411,0.7,MEDIUM
BES-1118,E-Voting System Based on Blockchain Technology: A Survey,10.1109/icit52682.2021.9491734,0.7,MEDIUM
BES-1119,A Manipulation Prevention Model for Blockchain-Based E-Voting Systems,10.1155/2021/6673691,0.9,HIGH
BES-1120,<i>d</i>-BAME: Distributed Blockchain-Based Anonymous Mobile Electronic Voting,10.1109/jiot.2021.3074877,0.9,HIGH
BES-1122,PriScore: Blockchain-Based Self-Tallying Election System Supporting Score Voting,10.1109/tifs.2021.3108494,0.9,HIGH
BES-1124,Covid-19: Implementation e-voting Blockchain Concept,10.29099/ijair.v5i1.173,0.7,MEDIUM
BES-1128,ElectionBlock: An Electronic Voting System using Blockchain and Fingerprint Authentication,10.1109/icsa-c52384.2021.00033,0.9,HIGH
BES-1132,Decentralized Electronic Vote Based on Blockchain P2P,10.1109/citsm52892.2021.9588851,0.7,MEDIUM
BES-1133,Blockchain based Voting system in Local Network,10.1109/icaccs51430.2021.9441912,0.7,MEDIUM
BES-1134,Multi-Candidate Voting Model Based on Blockchain,10.1109/jas.2021.1004207,0.9,HIGH
BES-1135,An Ethereum Based Distributed Application for Ensuring the Integrity of Stored E-Voting Data,10.1145/3479645.3479706,0.9,HIGH
BES-1137,On Secure E-Voting over Blockchain,10.1145/3461461,0.9,HIGH
BES-1138,A Scalable Implementation of Anonymous Voting over Ethereum Blockchain,10.3390/s21123958,0.9,HIGH
BES-1144,AMVchain: authority management mechanism on blockchain-based voting systems,10.1007/s12083-021-01100-x,0.9,HIGH
BES-1149,Chirotonia: A Scalable and Secure e-Voting Framework based on Blockchains and Linkable Ring Signatures,10.1109/Blockchain53845.2021.00065,0.9,HIGH
BES-1150,E-Voting using Blockchain,10.1088/1742-6596/1911/1/012001,0.9,HIGH
BES-1153,"Distributed Trust, a Blockchain Election Scheme",10.15388/20-infor440,0.7,MEDIUM
BES-1155,Online Voting System Based on IoT and Ethereum Blockchain,10.1109/ICTSA52017.2021.9406528,0.7,MEDIUM
BES-1158,E-Voting System Using Hyperledger Fabric Blockchain and Smart Contracts,10.3390/engproc2021007011,0.9,HIGH
BES-1159,Design of Blockchain based e-Voting System for Vote Requirements,10.1088/1742-6596/1944/1/012002,0.9,HIGH
BES-1160,Decentralized Online Voting using Blockchain and Secret Contracts,10.1109/icoin50884.2021.9333966,0.7,MEDIUM
BES-1161,Go-Ethereum for electronic voting system using clique as proof-of-authority,10.12928/telkomnika.v19i5.20415,0.9,HIGH
BES-1163,Blockchain based voting system for Jordan parliament elections,10.11591/ijece.v11i5.pp4325-4335,0.9,HIGH
BES-1164,Secure E-Voting System using Blockchain technology and authentication via Face recognition and Mobile OTP,10.1109/icccnt51525.2021.9580147,0.9,HIGH
BES-1167,HSM-based Key Management Solution for Ethereum Blockchain,10.1109/ICBC51069.2021.9461136,0.7,MEDIUM
BES-1172,Towards a Blockchain based Intelligent and Secure Voting,10.1109/icds53782.2021.9626751,0.7,MEDIUM
BES-1173,Towards Achieving Personal Privacy Protection and Data Security on Integrated E-Voting Model of Blockchain and Message Queue,10.1155/2021/8338616,0.9,HIGH
BES-1175,E-voting System Using Homomorphic Encryption and Blockchain Technology to Encrypt Voter Data,,0.9,HIGH
BES-1176,Distributed Remote E-Voting System Based on Shamir’s Secret Sharing Scheme,10.3390/electronics10243075,0.9,HIGH
BES-1177,Blockchain-based system for e-voting using Blind Signature Protocol,10.1109/globecom46510.2021.9685189,0.9,HIGH
BES-1179,A coercion-resistant blockchain-based E-voting protocol with receipts,10.3934/amc.2021005,0.7,MEDIUM
BES-1180,Secure Remote E-Voting using Blockchain,10.1109/iciccs51141.2021.9432249,0.7,MEDIUM
BES-1181,Blockchain Technology Application for Electronic Voting Systems,10.1109/elconrus51938.2021.9396400,0.7,MEDIUM
BES-1185,Privacy-Preserving E-voting System through Blockchain Technology,10.1109/tribes52498.2021.9751618,0.9,HIGH
BES-1189,Study on E-Voting Systems: A Blockchain Based Approach,10.1109/icce-asia53811.2021.9641914,0.7,MEDIUM
BES-1190,Face Detection using Deep Learning to ensure a Coercion Resistant Blockchain-based Electronic Voting,10.30919/es8d585,0.7,MEDIUM
BES-1197,An Blockchain-based E-voting System Applying Time Lock Encryption,10.1109/conit51480.2021.9498566,0.9,HIGH
BES-1198,Architecting a scalable e-election system using Blockchain technologies,10.1109/roedunet54112.2021.9638303,0.9,HIGH
BES-1209,Designing a Blockchain-Based Pemilu E-Voting Information System,10.31937/ijnmt.v8i1.1865,0.9,HIGH
BES-1210,A Secure Digital E-Voting Using Blockchain Technology,10.1088/1742-6596/1916/1/012197,0.7,MEDIUM
BES-1211,Decentralized Voting Application Using Blockchain,10.1109/csnt51715.2021.9509561,0.9,HIGH
